HEX10_ID,TARGET_COL,ID,l_all,l_plastic,l_can,l_wrapper,l_paper,l_metal,l_cigarette,l_bottle,l_candy,l_beer,l_bag,l_piece,l_energydrink,l_firework,l_redbull,poi_all,poi_bld_bezoekerscentr,poi_bld_bunker,poi_bld_crematorium,poi_bld_dok,poi_bld_elektriciteits,poi_bld_fabriek,poi_bld_fort,poi_bld_gemaal,poi_bld_gemeentehuis,poi_bld_gevangenis,poi_bld_hotel,poi_bld_huizenblok,poi_bld_kapel,poi_bld_kas__warenhuis,poi_bld_kasteel,poi_bld_kerncentrale__,poi_bld_kliniek__inric,poi_bld_klokkentoren,poi_bld_klooster__abdi,poi_bld_kunstijsbaan,poi_bld_luchtwachttore,poi_bld_manege,poi_bld_militair_gebou,poi_bld_museum,poi_bld_overig,poi_bld_parkeerdak__pa,poi_bld_politiebureau,poi_bld_pompstation,poi_bld_postkantoor,poi_bld_psychiatrisch_,poi_bld_radartoren,poi_bld_radiotoren__te,poi_bld_recreatiecentr,poi_bld_reddingboothui,poi_bld_religieus_gebo,poi_bld_remise,poi_bld_ruÃ_ne,poi_bld_schaapskooi,poi_bld_school,poi_bld_sporthal,poi_bld_stadion,poi_bld_stadskantoor,poi_bld_tank,poi_bld_tankstation,poi_bld_telecommunicat,poi_bld_toren,poi_bld_toren_religieu,poi_bld_transformators,poi_bld_treinstation,poi_bld_uitzichttoren,poi_bld_universiteit,poi_bld_veiling,poi_bld_verkeerstoren,poi_bld_vuurtoren,poi_bld_waterradmolen,poi_bld_watertoren,poi_bld_werf,poi_bld_zendtoren,poi_bld_zwembad,poi_nlpoi_bins,poi_nlpoi_gezonheidsfunctie,poi_nlpoi_public_transport,poi_nlpoi_schools,poi_nlpoi_shops,poi_osm_accommo,poi_osm_amenity,poi_osm_barrier,poi_osm_education,poi_osm_food,poi_osm_health,poi_osm_landuse,poi_osm_money,poi_osm_poi,poi_osm_pow,poi_osm_shop,poi_osm_sport,poi_osm_tourist,poi_osm_transport,poi_osm_water
1965,1965,1965,32,11,0,1,1,0,0,1,0,0,1,0,1,0,1,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,3,0,0,0,8,1,4,0,1,2,1,0,3,10,0
1966,1966,1966,144,42,22,9,9,5,2,2,0,4,2,3,4,0,5,618,0,0,0,0,0,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,14,0,0,0,4,3,0,0,4,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,1,10,158,5,26,277,1,1,0,4,5,0,2,0,2,3,15,1,4,60,0
1967,1967,1967,10,4,0,1,2,0,0,1,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,75,5,0,0,0,2,0,1,0,1,1,7,2,0,1,0
1968,1968,1968,2563,970,257,212,294,144,150,84,106,45,64,90,66,41,68,958,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,0,4,0,0,0,0,0,20,0,0,0,1,4,0,0,1,1,0,4,4,0,1,0,0,0,0,0,0,0,0,0,2,7,68,1,45,531,2,7,1,13,32,6,8,1,3,8,58,19,18,35,0
1969,1969,1969,75,23,13,5,6,6,3,4,3,5,2,4,1,2,8,190,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,4,0,0,0,1,3,0,0,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,12,84,1,3,1,1,2,1,9,0,5,0,11,3,4,14,0
1970,1970,1970,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,4,13,0,1,0,1,0,0,0,0,2,0,1,3,1,1,0
1971,1971,1971,48,12,5,2,2,1,0,2,1,1,1,2,0,0,1,96,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,2,1,3,0
1972,1972,1972,413,148,54,26,28,41,6,17,21,13,8,15,12,14,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,1,0,3,1,0,0,0,1,0,1,0,1,0,2,1,1,2,0
1973,1973,1973,73,27,6,5,14,3,6,2,0,1,0,2,1,1,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,2,0,1,0,3,0,1,2,0,2,0
1974,1974,1974,131,49,11,5,17,2,9,6,0,4,0,1,1,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,2,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0
1975,1975,1975,36,13,9,3,0,3,1,9,2,1,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,1976,1976,12,4,1,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,1977,1977,12,8,0,3,1,0,0,0,3,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1
1978,1978,1978,5,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,1979,1979,5,3,1,0,0,1,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,5,0,0
1980,1980,1980,2,1,1,1,1,1,1,1,1,1,1,0,0,1,1,152,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,18,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,8,2,1,37,4,1,1,1,7,2,3,0,5,2,20,1,3,23,0
1981,1981,1981,4,2,0,0,0,0,1,1,0,0,0,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0,0,0,0,4,0,0,0,0,0,1,1,0,8,0
1982,1982,1982,16,6,3,1,1,2,1,2,0,3,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,3,0,0,0,1,1,0,0,2,0,1,0,1,2,0
1983,1983,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,7,1,0,0,0,0,0,0,0,3,0,4,0,0,6,0
1984,1984,1984,33,7,2,1,0,0,1,1,0,0,0,1,0,0,1,469,0,0,0,0,0,0,0,2,0,0,0,47,0,6,0,0,0,0,0,0,0,0,0,0,17,1,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,11,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,10,2,12,250,0,2,0,3,16,1,0,1,2,1,29,2,20,21,0
1985,1985,1985,301,103,27,5,4,5,1,1,1,3,2,3,1,6,3,145,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,10,34,2,4,1,3,3,1,5,0,1,2,4,8,2,9,0
1986,1986,1986,8,1,2,0,0,1,0,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,2,1,0,0,2,0,0,0,2,1,0
1987,1987,1987,4,2,1,1,1,0,0,0,1,0,0,0,1,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0
1988,1988,1988,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,1,2,0,0,1,2,0,14,0,1,0,0,2,1,0,0
1989,1989,1989,110,39,10,12,5,9,9,2,5,1,4,7,1,4,1,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,133,0,3,9,2,0,1,0,5,0,0,0,3,0,2,0,5,6,0
1990,1990,1990,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1991,1991,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,2,0,4,1,0,0,0,0,0
1992,1992,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0,0,2,0,0,1,1,2,0
1993,1993,1993,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,48,1,10,61,0,3,2,3,11,1,1,0,1,3,29,1,2,15,0
1994,1994,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,2,0,0,0,2,0,0,0,0,2,0
1995,1995,1995,4,3,1,0,1,0,0,2,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,1,4,2,0,0,0,0,0,9,0,1,1,1,4,4,2,0
1996,1996,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1997,1997,3,2,0,1,0,0,0,0,0,0,1,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,2,0,0,0,0,9,0
1998,1998,1998,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,3,0,2,0,1,5,0
1999,1999,1999,30,17,6,0,2,5,0,1,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2000,2000,2000,366,170,24,23,26,18,12,13,11,4,14,12,3,11,4,682,0,0,0,0,0,0,0,1,2,0,0,36,0,20,0,0,0,0,0,0,0,1,0,0,2,3,1,0,2,0,0,0,0,0,7,0,0,0,1,2,0,0,8,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,52,210,0,22,182,9,4,0,3,14,4,1,2,3,3,50,7,3,21,0
2001,2001,2001,654,424,58,220,13,47,82,26,84,37,18,6,8,25,8,493,0,0,0,0,0,0,0,3,0,1,0,2,0,81,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,47,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,168,27,0,10,78,2,5,0,2,9,2,3,0,4,0,20,4,2,10,0
2002,2002,2002,383,164,48,39,24,27,8,11,18,7,16,5,13,14,8,631,0,0,0,0,0,0,0,3,1,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,258,21,2,11,128,4,3,0,6,18,1,4,2,4,3,73,8,6,17,0
2003,2003,2003,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,0,0,4,0,0,0,0,1,1,0,3,19,0
2004,2004,2004,11,9,0,6,0,0,0,0,6,0,0,0,0,1,0,319,0,0,0,0,0,0,0,2,1,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,13,0,5,57,0,2,0,1,3,0,2,0,4,0,7,7,3,38,0
2005,2005,2005,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,114,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,7,31,1,1,0,1,3,0,0,0,4,1,9,0,0,15,0
2006,2006,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,3,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,1,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0
2007,2007,2007,25,6,1,2,2,0,12,0,0,0,2,0,0,0,0,204,0,0,0,0,0,0,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,44,0,1,13,1,1,1,1,7,1,1,0,2,0,7,1,1,0,0
2008,2008,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,2,0,0,1,0,31,0
2009,2009,2009,30,6,3,3,3,2,5,0,2,2,0,0,0,1,1,328,0,0,0,0,0,0,0,1,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,6,0,0,0,0,2,0,0,14,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,7,34,0,17,146,0,0,0,3,2,0,1,0,0,0,7,7,0,57,0
2010,2010,2010,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,8,50,1,2,0,3,1,1,1,0,3,0,6,2,0,31,0
2011,2011,2011,40,6,14,2,9,4,0,1,1,11,0,0,2,1,3,19,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0
2012,2012,2012,28,10,9,1,1,4,1,1,0,9,1,1,0,0,3,111,0,2,0,0,0,0,1,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,4,10,0,0,0,2,5,2,0,0,3,1,3,3,2,11,0
2013,2013,2013,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,0,0,0,2,0,0,0,1,1,1,0,0,0,0
2014,2014,2014,1032,51,69,3,3,0,11,39,2,0,0,0,0,1,21,93,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,31,0,0,0,3,1,0,1,0,1,1,2,1,2,15,0
2015,2015,2015,2291,766,173,155,186,116,68,73,65,36,49,89,41,85,55,540,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3,152,32,0,16,208,1,1,0,3,16,3,6,1,1,2,57,0,5,14,0
2016,2016,2016,189,53,44,14,6,7,0,12,3,1,4,0,3,1,6,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,21,0,0,0,1,0,0,0,2,1,2,0,0,0,0,1,2,8,0
2017,2017,2017,165,60,25,3,23,5,4,20,9,7,1,0,0,0,3,62,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7,2,2,1,2,1,0,1,2,0,6,0,0,1,1,2,6,15,0
2018,2018,2018,65,38,3,0,10,1,4,1,3,2,0,0,0,0,0,82,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,6,13,0,0,0,1,3,3,2,0,2,0,10,2,1,0,0
2019,2019,2019,113,45,9,6,11,2,10,6,8,1,1,1,2,2,5,171,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,24,0,23,53,0,0,0,2,2,3,0,0,4,0,8,2,1,17,0
2020,2020,2020,4622,1783,436,388,433,270,156,173,143,82,116,197,95,143,128,427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,6,0,0,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,82,2,23,173,2,4,0,7,12,3,8,2,1,1,53,11,2,20,0
2021,2021,2021,23,0,19,0,0,0,1,0,0,0,0,0,0,0,19,77,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,17,2,0,1,2,0,0,1,0,2,0,3,1,0,5,0
2022,2022,2022,127,53,11,18,14,8,1,5,3,5,5,8,2,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0
2023,2023,2023,54,17,5,4,5,4,3,0,1,1,2,3,2,2,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0
2024,2024,2024,54,21,7,6,4,7,3,1,1,1,2,0,3,2,1,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,1,0,0,0,0,0,6,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,187,5,0,10,61,5,0,0,3,1,0,3,0,0,0,6,6,2,2,0
2025,2025,2025,209,87,14,22,23,10,7,10,5,10,4,10,7,6,2,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0
2026,2026,2026,18,5,1,1,2,2,2,1,1,1,1,1,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,4,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0
2027,2027,2027,41,12,2,3,4,2,2,3,0,1,0,2,1,2,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,3,0,0,0,2,1,0,0,0,3,0
2028,2028,2028,21,9,1,3,2,1,1,0,1,0,2,1,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2029,2029,2029,108,51,10,8,12,8,7,11,1,7,4,7,2,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
